genres,title
"['Thriller', 'Horror']",Wishmaster 3: Beyond the Gates of Hell
"['Romance', 'Family', 'Fantasy']",The Magical Legend of the Leprechauns
['Comedy'],Thunderstruck
"['Thriller', 'Horror']",The Town that Dreaded Sundown
['Drama'],White Elephant
"['Action', 'Romance']",Maattrraan
"['Thriller', 'Horror']",The Tattooist
"['Horror', 'Comedy']",Leprechaun: Back 2 tha Hood
"['Horror', 'Thriller']",Summer's Blood
"['Horror', 'Thriller']",No Man's Land: The Rise of Reeker
"['Mystery', 'Horror', 'Thriller']",The Shortcut
['Horror'],Sometimes They Come Back... Again
"['Horror', 'Mystery']",The Dentist 2: Brace Yourself
"['Fantasy', 'Action', 'Comedy', 'Science Fiction']",Highway to Hell
"['Action', 'Adventure', 'Science Fiction']",U.F.O.
['Horror'],Tower of Evil
['Comedy'],The Six Wives of Henry Lefay
"['Comedy', 'Romance']",Swinging with the Finkels
"['TV Movie', 'Drama']",The Power and the Glory
"['Comedy', 'Drama']",Man Exposed
['Drama'],All Fall Down
['Comedy'],Nur über meine Leiche
['Drama'],Run If You Can
"['Animation', 'Drama', 'Science Fiction']",Someone's Gaze
"['Comedy', 'Science Fiction']",Time Freak
['Drama'],Above Us Only Sky
['Drama'],Goodbye to Language
"['Music', 'Animation', 'Drama']",The Perfect World of Kai
"['Science Fiction', 'Thriller', 'Action']",Planet of Dinosaurs
"['Action', 'Drama', 'Thriller']",The Berlin File
"['History', 'Drama']",The Attorney
"['Crime', 'Drama']",The Hatchet Man
"['TV Movie', 'Drama', 'Crime']",Die zwölf Geschworenen
"['Fantasy', 'Animation', 'Family']",Dot and the Whale
"['Adventure', 'Crime', 'Horror', 'Science Fiction', 'Thriller']",The Blood of Fu Manchu
['Drama'],All Things Fall Apart
"['Horror', 'Action', 'Thriller', 'Science Fiction']",Altitude
['Comedy'],Carry On Cabby
['Comedy'],Carry On Behind
['Comedy'],Carry On Cruising
"['Action', 'Adventure', 'Drama']",Che!
"['Romance', 'Crime', 'Drama']",China Girl
"['Action', 'Comedy']",Cops and Robbers
"['Action', 'Comedy', 'Family']",Never a Dull Moment
"['Crime', 'Horror', 'Mystery', 'Thriller']",Cyrus: Mind of a Serial Killer
['Drama'],Memories of My Melancholy Whores
"['Animation', 'Family']",Get a Horse!
['Comedy'],Bill Burr: Let It Go
['Comedy'],Bill Burr: Why Do I Do This?
"['Action', 'Adventure', 'Comedy', 'Drama']",Pride of the Bowery
['Documentary'],His Way
['Drama'],Lost Boundaries
['Family'],Christmas Every Day
['Comedy'],Picture This
['Comedy'],Mardi Gras: Spring Break
['Horror'],The Face of Marble
"['Action', 'Adventure', 'Drama']",The Horsemen
"['Western', 'Comedy', 'Drama']",The Man Who Shook the Hand of Vicente Fernandez
"['Crime', 'Action', 'Comedy']",The Squeeze
"['Drama', 'Thriller']",Journey to the End of the Night
"['Drama', 'Horror', 'Romance']",The Bride
['Horror'],Wishmaster 4: The Prophecy Fulfilled
"['Drama', 'Family']",Will
"['Drama', 'Mystery', 'Thriller']",Lizzie Borden Took An Ax
"['Romance', 'Drama']",Tim
"['Comedy', 'Family']",Switching Goals
"['Action', 'Crime']",Wrong Side of Town
['Comedy'],Snowboard Academy
"['Horror', 'Western']",The White Buffalo
['Horror'],Shark Attack
"['Comedy', 'Horror']",Killer Movie
"['Comedy', 'Romance']",Sex and the Single Girl
['Horror'],The Wizard of Gore
"['Comedy', 'Horror', 'Science Fiction']",Python
"['Drama', 'Comedy']",No Thanks
"['TV Movie', 'Horror']",Grave Halloween
['Horror'],At the Devil's Door
"['Drama', 'Romance']",Reaching for the Moon
['Drama'],Beneath the Harvest Sky
"['Comedy', 'Drama', 'Family', 'Foreign', 'Horror']",Hotel Very Welcome
['Drama'],Off Beat
"['Drama', 'Romance']","Love, Money, Love"
"['Adventure', 'Action', 'Fantasy']",Ator the Iron Warrior
['Crime'],The New Godfathers
"['Science Fiction', 'Action']",Battle of the Stars
['Science Fiction'],War of the Planets
['Drama'],The Weight of Elephants
"['Comedy', 'Fantasy', 'Music']",Lisztomania
"['Action', 'Adventure', 'Science Fiction', 'Comedy', 'Fantasy']",Super Stooges vs the Wonder Women
"['Fantasy', 'Action']",Battle of the Amazons
"['Horror', 'Thriller']",Il tuo dolce corpo da uccidere
['Horror'],Rattlers
"['Thriller', 'Drama', 'Horror', 'Mystery']",The Uninvited Guest
"['Comedy', 'Mystery']",The Studio Murder Mystery
"['Romance', 'Crime', 'Drama']",Midnight Mary
['Comedy'],Goofy Movies Number One
"['Comedy', 'Animation']",Bosko's Parlor Pranks
"['Comedy', 'Music', 'Mystery']",Trapped in the Closet: Chapters 23-33
['Drama'],Three Brave Men
"['Drama', 'Comedy']",Merlusse
"['Romance', 'Drama']",The Gift of Love
['Drama'],The Loyal 47 Ronin
['Crime'],This Side of the Law
"['Comedy', 'Action']",The Spiritual Boxer
['Adventure'],Women in the Wind
"['TV Movie', 'Comedy']",Katt Williams: Priceless: Afterlife
['Drama'],Take a Giant Step
['Drama'],Pets
"['Music', 'Comedy', 'Romance']",That Girl From Paris
"['TV Movie', 'Comedy']",Sebastian Maniscalco: What's Wrong with People?
"['Drama', 'Action']",Samurai Vendetta
"['Romance', 'Drama']",Newcastle
['Drama'],Mr. Denning Drives North
['Drama'],The Cheat
"['Drama', 'Romance', 'Thriller']",Beautiful Stranger
['Documentary'],Without Lying Down: Frances Marion and the Power of Women in Hollywood
"['Comedy', 'Drama']","See You Tomorrow, Everyone"
['Documentary'],Rebirth
['Drama'],Skateland
"['Fantasy', 'Animation', 'Comedy', 'Science Fiction', 'Family']",Stuart Little 3: Call of the Wild
"['Horror', 'Thriller']",Urban Explorer
"['Action', 'Mystery', 'Thriller']",The Substitute 2: School's Out
['Horror'],Seventh Moon
"['Adventure', 'Family', 'Fantasy', 'Science Fiction']",Snow Queen
['Drama'],The Old Maid
"['Action', 'Adventure', 'Horror']",Maniac Cop 3: Badge of Silence
"['Crime', 'Drama', 'Mystery', 'Thriller']",Step By Step
['Crime'],The Get-Away
"['Western', 'Action', 'Drama']",Hate Thy Neighbor
"['Action', 'Thriller', 'Crime']",Pimp Bullies
"['Documentary', 'Foreign']",Pink Saris
['Drama'],Espacio interior
"['Drama', 'Romance']",The Dancer
"['Fantasy', 'Comedy', 'Family']",Witch's Night Out
['Drama'],The Seventh Sin
"['Thriller', 'Drama']",Onibi: The Fire Within
"['Crime', 'Drama']",Pickup Alley
['Adventure'],The Golden Hawk
"['Drama', 'Romance']",Summer of the Seventeenth Doll
['Drama'],Without Pity
['Music'],Where Do We Go from Here?
['Comedy'],The Man in Possession
['Drama'],Two Loves
['Crime'],Lady Scarface
"['Thriller', 'Drama']",Mine Own Executioner
"['Crime', 'Drama']",The Arnelo Affair
['Drama'],Looking Forward
['Drama'],Passion Flower
['Crime'],The Beat Generation
"['Comedy', 'Foreign']",Made in Romania
['Crime'],Johnny Allegro
"['Crime', 'Drama']",Walk a Crooked Mile
"['Thriller', 'Horror']",Haunting of the Innocent
"['Comedy', 'Crime']",Tender Scoundrel
"['Drama', 'War']",Once Before I Die
['Adventure'],Jungle Man-Eaters
['Action'],The Kill Hole
"['Drama', 'Family']",Princess and the Pony
['Drama'],Wicked as They Come
"['Crime', 'Drama', 'Thriller']",Night Court
"['Animation', 'Family']",The Littlest Angel
"['Romance', 'Comedy']",Loose Ankles
['Drama'],One Is a Lonely Number
['Documentary'],Roman Polanski: Odd Man Out
"['Horror', 'Mystery', 'Thriller']",Psych:9
"['Comedy', 'Drama', 'Family']",Her Best Move
"['Action', 'Adventure', 'Romance']",Tarzan and the Amazons
"['Science Fiction', 'Horror']",The Bone Snatcher
['Family'],Snow Buddies
['Comedy'],Trust Me
"['Fantasy', 'Horror', 'Family']",The Haunting Hour: Don't Think About It
"['Comedy', 'Fantasy']",The Time of Their Lives
"['Action', 'Science Fiction']",The Gene Generation
"['Romance', 'Comedy', 'Music']",Spring Is Here
['Comedy'],School For All
['Drama'],No Questions Asked
"['Drama', 'Thriller', 'Romance']",Sex and Consequences
"['Drama', 'Thriller']",On the Inside
"['Drama', 'History', 'Romance', 'War']",Solomon and Sheba
"['Thriller', 'Action', 'Adventure']",The Heavy
"['Action', 'Adventure', 'Drama', 'Thriller']",Ground Control
['Comedy'],Guy X
"['Horror', 'Thriller']",Perkins' 14
"['Drama', 'Western']",Tell Them Willie Boy Is Here
"['Action', 'Drama', 'War']",The Sea Chase
['Comedy'],Kevin Hart: Seriously Funny
"['Horror', 'Action', 'Thriller', 'Foreign']",Shark Attack 2
['Horror'],The Reptile
['Western'],Last of the Renegades
['Comedy'],One Husband Too Many
"['Animation', 'Comedy', 'Family']",Scooby-Doo! Camp Scare
"['Romance', 'Drama']",Half of a Yellow Sun
"['Animation', 'Comedy', 'Family', 'Adventure']","Hey There, It's Yogi Bear"
['Thriller'],Top Sensation
"['Thriller', 'Crime', 'Mystery']",So Sweet... So Perverse
"['Thriller', 'Crime', 'Mystery']",Beck 28 - Familjen
"['Drama', 'Romance']",The Stranger's Return
"['Romance', 'Drama']",Weary River
['Documentary'],Koran by Heart
"['Romance', 'Comedy']",The Affairs of Martha
"['Comedy', 'Drama']",Three Night Stand
"['Action', 'Adventure', 'Thriller', 'Western']",The Hangman
"['Comedy', 'Romance']",Paradise for Three
"['Comedy', 'Crime', 'Mystery']",The Feathered Serpent
"['Comedy', 'Romance']",You're Only Young Once
"['Drama', 'Family', 'TV Movie']",In His Father's Shoes
['Comedy'],Jim Norton: Please Be Offended
"['Comedy', 'Romance']",We Were Dancing
['Drama'],The Secret of Dr. Kildare
"['Adventure', 'Comedy', 'Crime']",The Sky Dragon
['Mystery'],The Man Without a Map
"['Comedy', 'Romance']",The Bride Goes Wild
"['Drama', 'War']",PT 109
"['Horror', 'Thriller']",When A Stranger Calls Back
"['Animation', 'Comedy', 'Family']",Mr. Magoo's Christmas Carol
"['Fantasy', 'Science Fiction']",Master of the World
"['Comedy', 'Family']",Tooth Fairy 2
['Drama'],In Name Only
"['Drama', 'Romance', 'Comedy']",Love's Kitchen
"['Action', 'Comedy', 'Drama', 'Music', 'Romance', 'Western']","Stay Away, Joe"
"['Action', 'Adventure', 'Comedy', 'Western']",They Call Me Renegade
['Horror'],Wishcraft
"['Action', 'Adventure', 'Science Fiction']",Knights
"['TV Movie', 'Drama', 'Romance']",The Chatterley Affair
['Drama'],Fanny Hill
"['Drama', 'Mystery', 'TV Movie']",The Suspicions of Mr. Whicher: The Murder at Road Hill House
['Western'],The Last Wagon
"['Drama', 'Action']",The Philly Kid
['Comedy'],Ping Pong Summer
"['Horror', 'Science Fiction']",Sabretooth
['Horror'],Sometimes They Come Back... for More
"['Documentary', 'Science Fiction']",The Captains
['Drama'],Homeboy
"['Adventure', 'Fantasy']",Merlin's Apprentice
"['Action', 'Drama', 'War']",The Siege of Firebase Gloria
"['Drama', 'Romance']",The Bumblebee Flies Anyway
['Horror'],Oasis of the Zombies
"['Adventure', 'Fantasy', 'Animation', 'Science Fiction', 'Family']",The Land Before Time VII: The Stone of Cold Fire
"['Drama', 'Action', 'Comedy', 'Crime']",The Amazing Dr. Clitterhouse
['Drama'],The Freebie
['Horror'],The Violent Kind
['Comedy'],Ricky Gervais: Out of England - The Stand-Up Special
"['Comedy', 'Western', 'Action']",Man of the East
"['Adventure', 'Western']",The Desperado Trail
"['Comedy', 'Family']",Soccer Dog: The Movie
"['Action', 'Science Fiction']",Ice Soldiers
['Comedy'],Wild Cherry
['Horror'],The Roost
"['Action', 'Adventure', 'Horror']",Vampires: The Turning
"['Thriller', 'Horror', 'Action']",Siren
"['Animation', 'Family']",The Land Before Time IX: Journey to the Big Water
"['Romance', 'Drama']",Love n' Dancing
"['Crime', 'Adventure', 'Action']",Walking Tall: The Payback
"['Action', 'Adventure', 'Drama', 'Western']",The Way West
['Horror'],Mask Maker
"['Crime', 'Drama', 'Mystery', 'Thriller']",Thorne: Sleepyhead
['Drama'],La Mission
"['Horror', 'Thriller']",Stir of Echoes: The Homecoming
"['Drama', 'Crime', 'Western']",The Outrage
"['Action', 'Western']",Somewhere in Sonora
"['Crime', 'Drama']",The Sellout
"['Music', 'Documentary']",Let the Good Times Roll
['Western'],The Vanishing American
"['Documentary', 'History']",Mandela
['Science Fiction'],TekWar: TekJustice
"['Drama', 'Romance', 'War']",Thunder Birds
['Crime'],Murder Is My Beat
"['Comedy', 'Drama', 'Romance']",The Naughty Flirt
"['Action', 'Western']",The Law and Jake Wade
"['Comedy', 'Romance']",Without Men
"['Family', 'Comedy']",Two Times Lotte
"['Adventure', 'Animation', 'Family']",The Land Before Time VIII: The Big Freeze
"['Science Fiction', 'Horror']",War of the Colossal Beast
"['Comedy', 'Romance']",Who's Minding the Store?
"['Science Fiction', 'Adventure']",The Six Million Dollar Man
"['Adventure', 'Animation', 'Family']",The Land Before Time X: The Great Longneck Migration
"['Horror', 'Foreign', 'Thriller', 'Mystery']",The Deadly Bees
"['Science Fiction', 'Horror']",They Came from Beyond Space
"['Crime', 'Comedy', 'Horror']","Mumsy, Nanny, Sonny & Girly"
"['Horror', 'Comedy', 'Science Fiction', 'Mystery', 'Foreign']",Tales That Witness Madness
"['Horror', 'Crime']",Craze
"['Horror', 'Thriller']",Dark Tower
['Comedy'],Holy Water
"['Comedy', 'Music', 'Romance']",Kissin' Cousins
['Drama'],Student Services
"['Family', 'Animation', 'Action', 'Science Fiction']",JLA Adventures: Trapped in Time
['Thriller'],Joy Ride 3
"['Drama', 'Crime']",Inside Out
"['Action', 'Adventure', 'Comedy', 'Crime', 'Family']",The Karate Dog
"['TV Movie', 'Comedy', 'Romance']",Since You've Been Gone
"['Drama', 'Comedy', 'Romance']",Peter and Vandy
"['Action', 'Adventure', 'Fantasy', 'TV Movie']",Hercules and the Amazon Women
['Horror'],Howling VI: The Freaks
['Drama'],The Comedians
['Comedy'],Vi hade i alla fall tur med vädret
['Thriller'],Tomorrow You're Gone
"['Action', 'Drama', 'Thriller']",Wicked Blood
"['Comedy', 'Horror']",Killer Pad
"['Comedy', 'War']","What Did You Do in the War, Daddy?"
"['Adventure', 'Western']",Rachel and the Stranger
"['Action', 'Adventure', 'Drama', 'Western']",The Indian Fighter
"['Drama', 'Crime', 'Comedy']","Little Fish, Strange Pond"
"['Comedy', 'Family']",Trading Mom
"['Comedy', 'Drama']",MVP 2: Most Vertical Primate
"['Comedy', 'Drama', 'Family']",Air Bud: Seventh Inning Fetch
['Family'],Chestnut: Hero of Central Park
"['Adventure', 'Comedy']",Spymate
"['Adventure', 'Comedy', 'Family']",Air Buddies
['Adventure'],The Search for Santa Paws
"['Comedy', 'Family']",Spooky Buddies
"['Adventure', 'Family']",Treasure Buddies
['Family'],Santa Paws 2: The Santa Pups
['Family'],Super Buddies
"['Drama', 'Thriller']",Malicious
"['Fantasy', 'Horror']",Warlock III: The End of Innocence
"['Action', 'Adventure', 'Drama', 'Horror', 'Thriller']",The Lost Tribe
['Drama'],Jim Thorpe – All-American
"['Action', 'Western']",Guns for San Sebastian
['Comedy'],Assault of the Party Nerds
"['Comedy', 'Thriller']",Assault of the Party Nerds 2
"['Romance', 'Family', 'Comedy']",Popstar
"['Drama', 'Family']",Miracle Dogs Too
"['Thriller', 'Mystery', 'Foreign']",InSight
['Thriller'],Imaginary Friend
"['TV Movie', 'Thriller', 'Drama', 'Mystery']",In the Dark
"['TV Movie', 'Drama']",Expecting Amish
['Drama'],Rough Riders
['Comedy'],The Devil's Brother
['Science Fiction'],TekWar: TekLab
['Science Fiction'],TekWar: TekLords
"['Drama', 'Romance']",Musical Chairs
"['Music', 'Drama', 'Romance']",Night Song
['Comedy'],John Loves Mary
"['War', 'Drama']",The Deep Six
"['Action', 'Western']",The Telegraph Trail
['Crime'],No Orchids for Miss Blandish
['Western'],The Moonlighter
['Comedy'],Man of the Moment
"['Drama', 'Foreign', 'Comedy']",Pretty Devils
['Drama'],The Underworld Story
"['Comedy', 'Drama', 'Music']",Music for Millions
['Comedy'],My Gal Sal
"['Drama', 'Romance']",Wild Orchids
['Comedy'],Movers & Shakers
"['Drama', 'Family']",The Rainbow Tribe
"['Comedy', 'Mystery']",Nancy Drew... Trouble Shooter
['Drama'],Mosquita y Mari
['Action'],The Defector
"['Action', 'Adventure', 'Fantasy']",Jabberwock Dragon Siege
['Drama'],Sunday Too Far Away
['Drama'],The Moon and Sixpence
['Western'],Heaven with a Gun
"['Comedy', 'Crime', 'Mystery']",Nancy Drew and the Hidden Staircase
"['Thriller', 'Action']",Moscow Chill
"['Comedy', 'Mystery']",Nancy Drew: Detective
['Comedy'],True Adolescents
['Comedy'],The Captain Hates the Sea
['Comedy'],The Little Rascals Save the Day
['Thriller'],"Love, Cheat & Steal"
['Thriller'],Ticket Out
"['Drama', 'Comedy', 'Romance']",Love Nest
"['Drama', 'Mystery', 'Thriller']",Jigsaw
"['Action', 'Comedy']",S*P*Y*S
"['Drama', 'Thriller']",Older Than America
"['Action', 'Drama', 'Crime', 'Thriller']",The Piano Player
"['Drama', 'Romance']",Miracle in the Rain
"['Action', 'Drama', 'Western']",The Man Who Came Back
"['Romance', 'Comedy', 'Fantasy']",More Than a Miracle
"['Action', 'Drama', 'Thriller']",Waterborne
"['War', 'Drama']",Mosquito Squadron
"['Drama', 'Horror', 'Thriller', 'Mystery', 'Romance', 'Foreign']",Night of Dark Shadows
['Horror'],The Thirst
"['Family', 'Fantasy', 'Horror']",Mostly Ghostly
['Comedy'],Muscle Beach Party
"['Horror', 'Thriller']",Necrosis
"['Adventure', 'Action']",The Thirteen Assassins
"['Action', 'Thriller', 'Science Fiction']",Nemesis 4: Death Angel
"['Action', 'Thriller', 'Science Fiction']",Nemesis 3: Time Lapse
"['Drama', 'War']",None But the Brave
"['Adventure', 'Action']",The 7 Adventures of Sinbad
['Comedy'],My 5 Wives
"['Fantasy', 'Comedy', 'Science Fiction', 'Family']",My Brother the Pig
"['Adventure', 'Family']",Napoleon
"['Comedy', 'Romance']",Love Birds
"['Drama', 'Action', 'Thriller', 'Crime']",The Road Killers
['Horror'],The Curse of the Mummy's Tomb
"['Adventure', 'Action', 'Drama', 'Crime']",Stick
"['Drama', 'Thriller']",Tic Tac
"['Comedy', 'Western']",The Duchess and the Dirtwater Fox
"['Action', 'Adventure', 'Drama', 'Thriller']",Skyjacked
"['Comedy', 'Romance']",The Millionairess
"['Drama', 'Thriller']",Legacy
"['Crime', 'Drama', 'Action']",The New Centurions
"['TV Movie', 'Action', 'Adventure', 'Fantasy']",Sands Of Oblivion
"['Thriller', 'Mystery', 'Romance']",Tempted
['Family'],Just 4 Kicks
"['Horror', 'Thriller']",Intermedio
['Drama'],The Last Flight
"['Animation', 'Family']",Space Chimps 2: Zartog Strikes Back
"['Comedy', 'War']",Pack Up Your Troubles
['Horror'],The Tooth Fairy
"['Romance', 'Comedy', 'Adventure']","If It's Tuesday, This Must Be Belgium"
"['Comedy', 'Drama', 'Family', 'Foreign', 'Romance']",The Bad Mother's Handbook
['Music'],Starlift
"['Comedy', 'Romance']",Too Young To Kiss
"['History', 'Music', 'Drama']",The Firefly
"['Crime', 'Drama']",Naked Violence
"['Crime', 'Drama']",The Italian Connection
['Drama'],Seduction
"['Comedy', 'Action']",Loaded Guns
['Crime'],Kidnap Syndicate
"['Action', 'Comedy', 'Crime', 'Foreign']",Rulers of the City
"['Comedy', 'Drama', 'Horror']",To Be Twenty
"['Action', 'Comedy', 'Crime']",Torrente 4: Lethal crisis
"['Action', 'Comedy']",Torrente 5: Operación Eurovegas
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Mad Max: Fury Road
"['Drama', 'Horror', 'Thriller']",Insidious: Chapter 3
"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",Star Wars: The Force Awakens
"['Action', 'Adventure', 'Fantasy']",Warcraft
"['Action', 'Adventure', 'Science Fiction']",Avengers: Age of Ultron
"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Avatar 2
"['Adventure', 'Action', 'Fantasy', 'Comedy']",Pirates of the Caribbean: Dead Men Tell No Tales
"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Justice League
"['Science Fiction', 'Action', 'Adventure']",Ant-Man
"['Action', 'Adventure', 'Comedy']",Deadpool
"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Thor: Ragnarok
"['Action', 'Adventure', 'Comedy', 'Science Fiction']",Guardians of the Galaxy Vol. 2
"['Adventure', 'Action', 'Science Fiction']",Captain America: Civil War
['Science Fiction'],X-Men: Apocalypse
"['Comedy', 'Foreign']",Manolito Four Eyes
['Comedy'],El robobo de la jojoya
"['Comedy', 'Family', 'Romance']",Elsa & Fred
"['Comedy', 'Foreign']",Soccer Days
['Drama'],Too Late Blues
['Drama'],Melbourne
['Comedy'],Clear History
